ID_Prov,Coord_X,Coord_Y,Coord_PortX,Coord_PortY,Land_PPort,Land_PSize,Land_PRad,Land_Soil,Land_Heat,Land_Rain,Land_Inundation,
4775.000,1563.500,41.283,51,4.060,0.790,16.480,0.901,0.353,4742.500,1581.000,4742.000,
1582.500,1.581,33,3.244,0.714,16.082,1.000,0.226,4744.500,1567.000,4743.500,1566.500,
1.118,62,4.453,0.616,17.345,0.768,0.496,4751.500,1579.500,4752.000,1580.500,1.118,
35,3.348,0.714,15.777,1.000,0.492,5115.000,1901.500,5116.500,1899.500,2.500,4076,
36.022,0.593,0.519,0.115,5139.000,2019.500,5135.500,2018.500,3.640,1991,25.176,0.460,
0.479,0.080,5392.500,2143.500,5395.500,2142.500,3.162,1435,21.373,0.162,0.495,0.130,
5145.500,2082.000,5144.000,2080.500,2.121,669,14.601,0.392,0.403,0.111,4997.000,2032.000,
4995.000,2030.500,2.500,931,17.222,0.646,0.496,0.178,4879.000,2030.500,4877.500,2029.000,
2.121,621,14.066,0.758,0.500,0.153,4834.000,2006.500,4838.500,2005.500,4.610,556,
13.308,0.716,0.500,0.044,4465.000,1604.000,4464.000,1604.000,1.000,223,8.434,0.844,
14.989,0.500,0.334,4736.500,909.000,4737.000,912.500,3.536,204,8.061,0.600,27.654,
1.000,0.096,4327.000,1453.000,4837.014,2001.859,749.240,467,12.200,0.373,18.015,0.700,
0.224,4779.500,1956.500,4780.000,1954.500,2.062,322,10.131,0.688,0.500,0.068,4585.000,
2089.000,900.000,1301.000,3768.311,213,8.238,0.698,17.272,0.690,0.163,4524.000,1499.000,
4528.000,1495.000,5.657,38,3.516,0.994,18.036,0.700,1.000,4841.500,1902.000,4842.000,
1900.500,1.581,856,16.509,0.628,0.500,0.134,4753.000,1834.000,4840.500,1909.500,115.570,
1337,20.633,0.571,0.500,0.153,4831.000,1844.000,4834.500,1846.500,4.301,494,12.550,
0.795,0.500,0.115,4810.000,1855.500,4845.500,1896.000,53.856,1477,21.689,0.740,0.500,
0.054,4523.000,2051.000,4591.000,2020.000,74.733,2689,29.259,0.217,0.351,0.017,4680.000,
1944.500,4618.000,1947.000,62.050,1022,18.041,0.661,0.500,0.118,4491.000,1401.000,4492.000,
1400.500,1.118,186,7.695,0.554,20.855,0.759,0.334,4511.500,1914.000,4419.000,2060.000,
172.836,2644,29.012,0.666,0.492,0.011,4420.000,2042.000,4413.000,1994.000,48.508,977,
17.643,0.282,0.442,0.015,4484.000,1892.000,4434.000,1922.000,58.310,1734,23.497,0.715,
0.422,0.015,4368.000,1786.500,4351.000,1863.000,78.366,329,10.242,0.857,0.350,0.073,
4608.000,1879.500,4476.000,1869.000,132.417,1081,18.552,0.755,0.500,0.006,4331.000,1896.500,
4279.000,2050.000,162.069,1476,21.679,0.653,0.451,0.095,4255.000,1872.500,4274.000,1931.000,
61.508,2504,28.237,0.617,0.460,0.026,4292.000,1815.000,4133.000,2065.000,296.279,1358,
20.792,0.496,0.368,0.014,4299.000,1895.500,4181.000,1976.000,142.843,656,14.452,0.589,
0.463,0.100,4241.000,1962.000,4153.000,1904.000,105.394,2864,30.195,0.694,0.476,0.119,
4240.000,2013.000,4042.000,2013.000,198.000,1890,24.533,0.692,0.403,0.011,4147.000,1978.000,
4054.000,1935.000,102.460,4462,37.689,0.721,0.476,0.007,3951.000,1991.500,3998.000,1844.000,
154.807,2180,26.343,0.706,0.500,0.246,4065.000,1930.500,4018.000,2108.000,183.617,3285,
32.337,0.712,0.510,0.032,4521.000,1507.000,4525.000,1518.000,11.705,60,4.382,1.000,
18.036,0.700,1.000,3935.500,1940.000,3808.000,2119.000,219.766,2346,27.328,0.913,0.099,
0.500,0.059,3744.000,1976.000,3902.000,2103.000,202.714,777,15.734,0.722,0.493,0.201,
3784.000,1946.000,3818.000,2013.000,75.133,1022,18.045,0.859,0.133,0.402,0.039,3658.000,
2145.000,3727.000,2240.000,117.414,679,14.706,0.645,0.500,0.484,3564.000,1846.500,3679.000,
2149.000,323.622,1517,21.976,0.703,3.548,0.350,0.012,3871.000,2204.000,3868.000,2205.000,
3.162,1179,19.373,0.523,0.500,0.396,3803.000,2069.000,3687.000,1983.000,144.402,1395,
21.078,0.493,0.500,0.424,3648.000,1841.500,3644.000,1956.000,114.570,2730,29.484,0.559,
3.419,0.350,0.033,3693.000,1955.000,3540.000,2032.000,171.283,1050,18.290,0.770,1.228,
0.367,0.214,3858.000,2050.500,3602.000,2011.000,259.029,1890,24.529,0.631,0.500,0.327,
3675.000,1983.000,3422.000,2024.000,256.301,1092,18.645,0.771,0.518,0.496,0.318,3619.000,
1932.000,3604.000,2098.000,166.676,969,17.571,0.872,2.035,0.470,0.216,3587.000,1783.000,
3370.000,1919.000,256.096,1863,24.357,0.573,6.475,0.350,0.059,3549.000,1865.000,3410.000,
1958.000,167.242,1253,19.975,0.954,1.905,0.375,0.010,3467.000,1782.000,3367.000,2008.000,
247.136,1320,20.499,0.496,9.088,0.350,0.066,4443.500,463.000,4442.000,465.000,2.500,
748,15.437,0.709,17.673,0.555,0.219,4942.500,301.000,4940.500,298.500,3.202,1458,
21.549,0.690,12.765,0.719,0.158,4804.500,442.000,4802.000,442.500,2.550,1083,18.571,
0.740,17.291,0.437,0.088,4870.000,381.000,4868.000,380.000,2.236,823,16.195,0.628,
16.419,0.510,0.146,4930.000,434.500,4902.000,453.000,33.560,2675,29.182,0.728,17.418,
0.477,0.035,4516.000,1491.000,4520.000,1492.500,4.272,87,5.287,0.613,18.041,0.719,
0.686,4902.500,391.500,4902.500,390.000,1.500,355,10.636,0.682,16.531,0.556,0.238,
4998.000,460.000,5002.500,458.000,4.924,279,9.426,0.743,17.345,0.646,0.224,5028.000,
577.500,5032.000,582.000,6.021,615,13.998,0.716,18.040,0.801,0.123,4928.500,702.500,
4929.500,704.500,2.236,419,11.560,0.610,22.902,0.638,0.130,4878.500,781.000,4885.000,
782.500,6.671,946,17.357,0.671,26.448,0.898,0.191,1730.000,138.000,1732.500,137.000,
2.693,200,7.992,0.535,9.636,0.500,0.093,2267.000,1243.000,2267.500,1239.000,4.031,
133,6.509,0.714,23.446,0.357,0.000,5439.000,872.000,5436.500,871.000,2.693,37,
3.462,0.714,24.018,1.000,0.000,2548.000,754.000,2548.000,753.000,1.000,12,1.989,
0.714,25.673,1.000,0.000,3482.000,1202.000,3480.500,1204.500,2.915,90,5.354,0.392,
27.373,0.350,0.106,3506.000,931.500,3502.000,933.000,4.272,36,3.428,0.714,23.827,
1.000,0.000,3769.500,891.000,3769.000,888.000,3.041,33,3.281,0.714,23.827,1.000,
0.000,3538.000,684.000,3537.000,681.500,2.693,40,3.604,0.714,23.827,0.952,0.000,
3507.500,669.000,3508.500,667.000,2.236,57,4.296,0.714,18.291,0.914,0.000,1922.000,
2058.000,1935.000,2040.000,22.204,861,16.558,0.143,1.848,0.621,0.000,2638.000,1203.000,
1825.500,2127.500,1230.795,496,12.576,0.640,26.611,0.500,0.148,5370.500,408.000,5372.500,
413.000,5.385,811,16.073,0.552,16.947,0.865,0.174,5421.000,377.000,5420.000,374.000,
3.162,728,15.226,0.304,14.228,0.931,0.126,5370.500,330.500,5370.500,333.500,3.000,
866,16.609,0.618,14.497,0.786,0.125,5337.000,289.500,5338.000,293.000,3.640,786,
15.820,0.494,10.542,0.668,0.128,2379.000,1217.000,2377.500,1216.500,1.581,18,2.399,
0.579,25.355,0.616,0.400,2688.000,1115.000,2686.000,1106.000,9.220,267,9.230,0.673,
27.730,0.752,0.262,2407.000,1254.000,2384.000,1280.500,35.089,438,11.816,0.739,25.560,
0.448,0.019,2439.000,1161.000,2367.500,1234.000,102.182,356,10.647,0.497,25.742,1.000,
0.068,2377.000,1246.000,2370.000,1244.000,7.280,198,7.942,0.750,24.758,0.445,0.100,
2579.000,1364.500,2456.000,1264.000,158.837,81,5.079,0.717,25.509,0.083,0.021,2594.000,
1299.000,2423.000,1239.000,181.221,91,5.394,0.171,26.564,0.200,0.000,2641.000,1259.000,
2450.000,1187.000,204.120,77,4.973,0.718,27.156,0.350,0.057,2540.000,1254.000,2428.500,
1139.000,160.179,625,14.108,0.740,27.152,0.428,0.309,2574.000,1259.000,2435.000,1133.000,
187.609,297,9.738,0.790,26.839,0.350,0.255,2416.000,1165.000,2414.000,1163.000,2.828,
227,8.504,0.410,26.817,1.000,0.327,2460.000,1174.000,2492.000,1195.000,38.275,319,
10.078,0.509,24.081,0.856,0.003,2740.000,1168.000,2498.000,1146.000,242.998,456,12.057,
0.508,25.783,0.700,0.089,2470.000,1106.000,2468.000,1104.500,2.500,235,8.656,0.562,
26.718,1.000,0.162,2475.000,1188.000,2531.000,1187.000,56.009,613,13.980,0.404,25.329,
0.700,0.027,2517.000,1078.000,2514.500,1075.000,3.905,268,9.242,0.651,26.915,0.996,
0.304,2623.000,1090.500,2626.000,1089.500,3.162,203,8.052,0.698,27.146,0.680,0.280,
2637.000,1154.000,2606.000,1464.000,311.546,783,15.794,0.539,27.136,0.700,0.074,2653.000,
1117.000,2653.500,1099.000,18.007,141,6.701,0.712,27.795,0.672,0.297,2662.000,1162.000,
2572.000,1313.000,175.787,422,11.594,0.630,25.456,0.700,0.000,2602.000,1222.000,2648.000,
1319.000,107.355,456,12.057,0.518,26.757,0.500,0.282,2727.000,1106.000,2733.000,1096.000,
11.662,190,7.789,0.581,27.269,1.000,0.166,2757.000,1209.000,2600.000,1279.000,171.898,
478,12.340,0.599,24.343,0.531,0.302,2833.000,1212.000,2641.000,1267.000,199.722,460,
12.111,0.723,24.869,0.433,0.106,2724.000,1090.000,2728.500,1074.500,16.140,153,6.983,
0.572,28.238,1.000,0.567,2705.000,1204.000,2604.000,1237.000,106.254,465,12.168,0.703,
26.845,0.500,0.267,2998.500,757.000,2655.000,1219.000,575.705,310,9.939,0.880,19.852,
0.500,0.385,2772.000,1163.000,2623.000,1195.000,152.398,634,14.207,0.637,23.067,0.700,
0.107,2771.500,1058.000,2771.500,1056.500,1.500,36,3.422,0.714,18.991,1.000,0.134,
2791.500,1060.000,2790.500,1058.000,2.236,172,7.406,0.714,26.917,1.000,0.270,2822.000,
937.000,2820.000,935.000,2.828,198,7.951,0.737,26.036,0.700,0.319,2790.000,1007.000,
2782.500,1007.000,7.500,265,9.197,0.667,26.862,1.000,0.387,2883.500,933.000,2688.000,
1231.000,356.405,267,9.226,0.714,23.852,0.898,0.022,4286.000,1469.000,2689.000,1185.000,
1622.056,162,7.184,0.894,18.802,0.700,0.617,2866.000,874.000,2696.000,1152.000,325.859,
188,7.738,0.392,22.871,0.685,0.000,2862.000,897.000,2725.000,1174.000,309.028,329,
10.236,0.536,23.684,0.700,0.006,2878.000,913.000,2729.000,1132.000,264.881,275,9.372,
0.712,22.993,0.745,0.004,2831.000,1332.000,2714.000,1098.000,261.620,53,4.137,0.400,
23.204,0.000,0.016,2763.000,1415.000,2737.000,1238.000,178.899,41,3.640,0.624,19.561,
0.129,0.000,2940.000,1239.000,2748.000,1210.000,194.178,1242,19.884,0.598,26.137,0.404,
0.080,3133.000,791.500,2737.000,1191.000,562.509,1075,18.501,0.724,21.746,0.581,0.023,
3270.500,776.500,3272.000,779.500,3.354,232,8.605,0.718,25.578,0.588,0.103,2749.000,
1115.000,2754.000,1120.000,7.071,28711,95.600,0.737,19.395,0.569,0.094,2948.500,810.000,
2766.000,1145.000,381.486,594,13.759,0.716,18.544,0.700,0.015,2866.000,882.000,2767.000,
1173.000,307.379,152,6.973,0.577,21.931,0.772,0.000,2854.500,882.500,2783.000,1204.000,
329.355,266,9.217,0.427,24.148,0.584,0.043,2883.000,868.000,2784.000,1252.000,396.556,
208,8.153,0.690,20.684,0.684,0.000,2859.500,847.000,2821.000,1237.000,391.896,542,
13.146,0.633,21.225,0.613,0.030,2822.000,732.500,2819.500,731.500,2.693,300,9.781,
0.309,19.896,0.262,0.113,2875.000,856.500,2895.000,1196.000,340.089,146,6.820,0.487,
22.038,0.700,0.013,2938.500,550.000,2844.000,1185.000,641.993,1354,20.763,0.711,18.046,
0.295,0.058,2978.000,486.000,2804.000,1184.000,719.361,1128,18.953,0.663,16.946,0.363,
0.052,2870.000,608.000,2868.000,607.000,2.236,686,14.778,0.250,17.965,0.105,0.011,
2935.500,454.000,2951.000,445.000,17.923,553,13.276,0.630,17.664,0.500,0.147,3014.500,
460.500,3013.500,456.500,4.123,601,13.834,0.753,17.901,0.499,0.179,3130.000,541.000,
3132.000,540.000,2.236,197,7.934,0.786,19.127,0.629,0.092,3137.500,555.000,3145.000,
554.000,7.566,340,10.416,0.620,21.742,0.525,0.169,2935.000,518.000,2842.000,858.000,
352.490,2697,29.303,0.727,16.985,0.350,0.037,3010.000,475.000,2842.430,880.059,438.352,
1401,21.123,0.735,17.411,0.412,0.041,3093.000,513.000,2864.000,936.000,481.009,1520,
21.999,0.770,16.424,0.502,0.019,3148.000,633.000,2885.000,896.000,371.938,2539,28.434,
0.748,22.532,0.500,0.062,2998.500,517.000,2889.000,850.000,350.541,1911,24.668,0.679,
15.703,0.394,0.033,4425.000,1494.000,2841.000,807.000,1726.565,291,9.633,0.604,18.036,
0.801,0.732,3059.000,535.000,2854.500,662.000,240.727,3810,34.827,0.746,14.851,0.506,
0.012,3137.500,697.000,2863.000,645.000,279.382,561,13.366,0.746,19.533,0.500,0.038,
3147.000,589.500,3151.000,589.000,4.031,48,3.915,0.709,22.662,0.500,0.288,3179.000,
692.000,3181.000,691.000,2.236,20,2.552,0.844,24.232,0.700,0.683,3215.000,725.000,
3216.000,722.000,3.162,25,2.849,0.831,25.345,0.700,0.314,3103.500,735.000,3016.000,
517.000,234.905,642,14.299,0.704,18.702,0.500,0.006,2986.000,460.000,2987.000,457.000,
3.162,36100,107.198,0.679,22.343,0.590,0.090,3261.000,751.000,3260.500,747.000,4.031,
14,2.135,0.381,25.749,0.700,0.476,3267.000,816.500,3269.000,819.500,3.606,207,
8.123,0.723,25.610,0.674,0.277,3114.000,1242.000,3158.000,604.000,639.515,517,12.840,
0.807,24.208,0.346,0.013,3130.000,740.000,3189.000,657.500,101.426,390,11.151,0.661,
20.738,0.500,0.040,3041.500,873.500,3116.000,718.000,172.425,722,15.166,0.717,21.859,
0.700,0.066,3314.500,822.500,3313.000,820.500,2.500,59,4.358,0.691,23.176,0.951,
0.000,3258.500,883.000,3259.500,883.000,1.000,12,2.026,0.714,25.545,1.000,0.188,
3251.500,910.000,3249.500,911.500,2.500,32,3.234,0.771,25.576,0.845,0.000,3258.500,
925.000,3257.000,920.500,4.743,27,2.981,0.719,25.545,0.700,0.129,3201.000,764.500,
3153.000,705.000,76.448,325,10.185,0.687,21.967,0.691,0.176,3251.000,880.500,3252.500,
879.500,1.803,252,8.971,0.649,25.589,0.667,0.139,3242.000,909.000,3244.500,907.000,
3.202,192,7.819,0.682,26.440,0.647,0.087,3210.500,734.500,3213.000,719.000,15.700,
493,12.537,0.677,24.137,0.661,0.078,3179.000,757.000,3320.500,670.000,166.106,517,
12.837,0.664,22.554,0.644,0.086,3215.000,1891.000,3341.000,753.000,1144.954,318,10.066,
1.000,6.547,0.500,0.029,3264.000,959.000,3265.500,958.500,1.581,62,4.477,0.429,
27.907,0.617,0.187,3128.000,1032.500,3256.500,861.500,213.900,309,9.923,0.698,22.600,
0.690,0.248,3245.000,890.000,3252.500,892.000,7.762,24272,87.900,0.605,24.297,0.660,
0.076,3291.000,991.500,3292.500,988.500,3.354,117,6.129,0.458,29.000,0.500,0.096,
3339.000,1036.000,3341.500,1036.000,2.500,104,5.773,0.684,28.184,0.500,0.389,3435.000,
1176.000,3437.500,1191.500,15.700,241,8.763,0.752,27.367,0.231,0.033,3389.000,1179.000,
3389.000,1180.000,1.000,99,5.628,0.669,24.813,0.252,0.128,3301.000,1212.000,3300.500,
1214.500,2.550,426,11.649,0.741,28.494,0.338,0.013,3322.000,1153.000,3265.500,960.000,
201.100,744,15.393,0.843,20.718,0.452,0.060,3147.500,1012.000,3274.000,968.000,133.934,
332,10.291,0.693,22.414,0.728,0.296,3253.000,1117.000,3344.500,1037.500,121.213,909,
17.012,0.792,18.186,0.582,0.006,3249.000,1157.000,3429.000,1147.500,180.251,228,8.525,
0.595,16.687,0.673,0.144,3211.000,1157.000,3320.000,1108.000,119.507,318,10.064,0.589,
18.364,0.826,0.048,3190.500,1384.500,3192.500,1382.500,2.828,184,7.670,0.625,23.385,
0.036,0.074,3148.000,1248.000,3347.000,1173.000,212.664,299,9.758,0.693,26.015,0.348,
0.249,3089.000,1459.000,3265.000,1135.000,368.717,64,4.514,0.377,18.479,0.005,0.000,
3163.000,1438.500,3166.500,1438.000,3.536,125,6.312,0.291,22.392,0.017,0.080,3037.000,
1473.000,3321.000,1176.000,410.932,41,3.624,0.359,18.788,0.014,0.073,3122.000,1439.500,
3240.000,1152.000,310.774,94,5.475,0.783,20.458,0.000,0.826,3152.000,1393.000,3275.000,
1182.000,244.233,79,5.024,0.531,23.317,0.000,0.830,3027.000,1215.000,3310.500,1191.000,
284.514,679,14.711,0.757,21.789,0.442,0.062,3147.000,1213.000,3114.000,1184.000,43.932,
527,12.960,0.723,25.576,0.391,0.295,3185.000,1946.000,3169.000,1161.000,785.163,111,
5.958,1.000,5.749,0.500,0.008,3072.000,1208.000,3207.000,1135.000,153.473,637,14.243,
0.726,24.499,0.401,0.009,2988.500,1191.000,3076.000,1247.000,103.886,1284,20.220,0.633,
23.968,0.500,0.135,2946.000,1196.000,3151.000,1287.000,224.290,730,15.249,0.484,25.031,
0.500,0.217,2863.000,1225.000,3119.000,1259.000,258.248,442,11.873,0.705,25.309,0.359,
0.088,2894.000,1188.000,3160.000,1221.000,268.039,692,14.850,0.636,25.718,0.499,0.204,
2575.000,1238.000,3205.000,1187.000,632.061,283,9.497,0.843,27.041,0.415,0.683,2960.000,
1210.000,3227.000,1211.000,267.002,852,16.469,0.559,25.674,0.402,0.064,2918.000,1223.000,
3180.000,1251.000,263.492,674,14.653,0.672,26.189,0.350,0.081,3395.500,756.500,3414.500,
755.000,19.059,922,17.136,0.613,22.652,1.000,0.143,3391.500,690.000,3399.000,688.500,
7.649,1023,18.049,0.669,22.644,1.000,0.140,3378.000,768.000,3379.500,770.000,2.500,
502,12.652,0.708,25.501,1.000,0.320,2610.000,1154.000,3187.000,1313.000,598.506,653,
14.420,0.643,26.955,0.691,0.051,4741.500,1122.000,4743.000,1124.000,2.500,24,2.796,
0.714,27.073,1.000,0.000,5112.000,1113.500,5113.000,1116.000,2.693,113,6.001,0.714,
27.225,1.000,0.000,5245.500,1180.000,5248.000,1182.000,3.202,192,7.838,0.714,27.160,
1.000,0.000,4917.000,1246.500,4915.500,1242.500,4.272,33,3.262,0.714,27.073,1.000,
0.000,4818.500,881.000,4821.000,879.500,2.915,870,16.647,0.560,28.168,1.000,0.423,
4902.500,1218.500,4901.500,1215.000,3.640,17,2.336,0.714,27.073,1.000,0.000,5017.000,
939.000,4985.500,920.000,36.787,785,15.813,0.603,26.927,1.000,0.481,4902.000,889.500,
4902.500,888.000,1.581,382,11.032,0.664,27.182,1.000,0.261,5071.500,906.000,5071.500,
908.500,2.500,206,8.099,0.710,26.207,1.000,0.418,5270.500,726.500,5269.000,725.500,
1.803,318,10.075,0.748,24.018,1.000,0.070,210.000,1317.000,210.500,1319.500,2.550,
248,8.892,0.523,17.609,0.720,0.000,5343.500,1029.000,5341.500,1029.500,2.062,88,
5.318,0.714,27.073,1.000,0.000,5427.000,722.000,5427.000,719.000,3.000,514,12.793,
0.706,28.194,1.000,0.306,5582.000,786.500,5581.000,789.500,3.162,95,5.501,0.714,
26.880,1.000,0.000,298.000,729.500,296.000,730.000,2.062,67,4.647,0.714,24.400,
1.000,0.000,4697.000,983.500,4691.000,994.000,12.093,785,15.817,0.514,27.215,1.000,
0.271,5316.000,1117.000,5315.000,1115.000,2.236,129,6.412,0.714,27.073,1.000,0.000,
2782.500,1705.500,2784.000,1707.500,2.500,90,5.371,0.340,15.268,0.500,0.195,3786.000,
1071.000,3786.000,1070.000,1.000,180,7.583,0.714,23.827,1.000,0.000,5317.000,313.000,
5315.000,313.500,2.062,1013,17.961,0.496,8.176,0.924,0.235,2617.500,2044.000,2618.500,
2042.500,1.803,37,3.469,0.286,12.491,0.700,0.000,2529.000,2083.000,2530.500,2082.000,
1.803,31,3.165,0.714,9.318,0.993,0.000,2799.500,1925.500,2801.000,1928.000,2.915,
55,4.209,0.840,12.006,0.500,0.329,2735.000,1861.500,2966.000,2067.000,309.178,72,
4.812,0.806,12.183,0.523,0.237,2776.000,1795.000,3057.000,2044.000,375.449,65,4.559,
0.609,9.170,0.674,0.085,2935.500,2251.000,2933.000,2252.000,2.693,1506,21.902,0.626,
0.995,0.501,0.141,2822.000,1999.000,2815.000,2006.000,9.899,80,5.055,0.714,8.214,
0.500,0.382,2897.500,1976.000,2898.000,1977.500,1.581,31,3.174,0.567,9.644,0.500,
0.208,2903.000,2014.500,2903.500,2012.500,2.062,163,7.204,0.857,7.800,0.500,0.292,
2893.000,2034.000,6.000,6.000,3528.109,287,9.562,0.857,6.476,0.500,0.244,2949.500,
2122.000,2953.000,2119.000,4.610,892,16.853,0.762,1.079,0.500,0.132,3108.500,2094.000,
3133.000,2063.000,39.513,356,10.648,0.775,3.403,0.500,0.460,3106.000,2070.500,3194.000,
2089.000,89.924,491,12.506,0.766,3.914,0.500,0.403,3054.000,2009.000,3387.000,2269.000,
422.480,194,7.862,0.832,6.657,0.500,0.246,3008.000,1971.500,3004.000,1980.000,9.394,
205,8.085,0.832,7.661,0.500,0.102,2983.000,1956.000,2965.000,1958.000,18.111,401,
11.303,0.901,7.948,0.500,0.022,2896.500,2229.000,2895.000,2226.500,2.915,441,11.858,
0.682,1.944,0.744,0.236,2936.500,1793.500,2804.000,1996.000,241.997,259,9.083,0.801,
12.403,0.500,0.053,2905.500,1740.500,2751.000,1945.000,256.302,265,9.199,0.632,9.799,
0.621,0.011,3065.000,1795.500,3098.000,1622.000,176.610,339,10.403,0.853,10.830,0.500,
0.034,2937.500,1761.000,2666.000,1906.000,307.794,195,7.886,0.807,12.638,0.500,0.066,
2976.000,1785.500,2643.000,1851.000,339.381,268,9.238,0.744,11.096,0.500,0.029,2938.500,
1809.000,2594.000,1840.000,345.892,108,5.875,0.719,9.666,0.500,0.000,2962.500,1781.500,
2540.000,1831.000,425.390,121,6.213,0.750,12.730,0.500,0.084,2906.000,1807.500,2567.000,
1802.000,339.045,140,6.693,0.817,11.316,0.500,0.152,2953.000,1795.500,2595.000,1782.000,
358.254,174,7.448,0.782,12.101,0.500,0.109,2940.000,1822.000,2596.000,1745.000,352.512,
92,5.436,0.530,5.305,0.609,0.006,2848.000,1840.500,2544.000,1776.000,310.767,155,
7.037,0.690,9.036,0.500,0.000,2920.000,1854.000,2543.000,1739.000,394.150,167,7.292,
0.796,8.841,0.500,0.022,2973.000,1854.000,2640.000,1943.000,344.688,411,11.450,0.808,
10.208,0.500,0.023,3000.000,1921.000,2619.000,1975.000,384.808,268,9.240,0.869,8.067,
0.500,0.090,3022.000,1877.000,2638.000,2062.000,426.241,105,5.785,0.522,10.153,0.500,
0.085,2984.000,1814.500,2585.000,2028.000,452.530,156,7.058,0.751,8.977,0.500,0.021,
2635.000,1884.500,2512.000,1998.000,167.366,74,4.869,0.840,13.153,0.500,0.632,2634.500,
1661.500,2640.500,1661.500,6.000,106,5.831,0.813,15.981,0.500,0.156,2922.000,1663.000,
2918.000,1669.500,7.632,103,5.732,0.728,17.703,0.500,0.450,3253.000,1912.500,2461.000,
1956.000,793.194,207,8.134,1.000,5.887,0.500,0.036,3247.000,1859.500,2444.000,1899.000,
803.971,608,13.921,0.986,7.593,0.500,0.019,3245.000,1980.000,2491.000,1855.000,764.291,
137,6.612,0.997,4.540,0.500,0.016,3159.000,1920.000,2490.000,1808.000,678.310,428,
11.673,0.986,5.923,0.500,0.005,3267.000,1965.000,2483.000,1755.000,811.638,151,6.941,
1.000,5.624,0.500,0.012,3308.000,1995.000,2457.000,1695.000,902.331,776,15.721,0.981,
3.203,0.500,0.026,3321.500,1964.500,2464.000,1624.000,922.630,911,17.030,0.976,5.353,
0.500,0.084,3388.000,1772.500,2538.000,1588.000,869.793,544,13.160,0.679,10.235,0.350,
0.412,3449.000,2029.000,2610.000,1596.000,944.145,783,15.789,0.874,0.982,0.500,0.013,
3477.500,2042.000,2652.000,1651.000,913.417,683,14.746,0.970,1.585,0.500,0.015,3354.500,
1871.000,2700.000,1696.000,677.492,1344,20.684,0.898,6.561,0.465,0.098,3305.000,1802.000,
2739.000,1700.000,575.117,1250,19.954,0.815,8.391,0.453,0.078,3251.000,1788.500,3249.000,
1789.000,2.062,24,2.808,0.801,14.208,0.500,0.442,3212.500,1751.000,3214.000,1751.000,
1.500,28,3.003,0.985,15.710,0.500,0.305,3266.500,1718.000,3265.500,1717.000,1.414,
112,5.981,0.524,9.677,0.700,0.172,3306.500,1695.000,2703.000,1620.000,608.142,230,
8.558,0.604,9.403,0.655,0.055,3278.000,1736.000,2794.000,1629.000,495.686,678,14.700,
0.826,12.618,0.519,0.045,3364.000,1739.000,2820.000,1676.000,547.636,625,14.107,0.546,
13.565,0.390,0.060,3340.451,1787.931,2860.000,1648.000,500.414,750,15.461,0.576,9.643,
0.362,0.058,3181.000,1893.500,2840.000,1564.000,474.185,401,11.302,0.929,6.260,0.500,
0.017,3588.000,1946.000,2740.500,1013.000,1260.454,451,11.985,0.870,2.142,0.500,0.185,
3390.000,1928.000,2906.000,1604.000,582.436,624,14.102,0.959,4.288,0.500,0.270,3423.000,
1904.500,2855.000,1742.000,590.788,1787,23.854,0.920,4.221,0.495,0.068,3364.500,1766.500,
2891.000,1709.000,476.979,673,14.639,0.714,11.277,0.350,0.131,3349.000,1816.500,2930.000,
1683.000,439.754,529,12.983,0.607,9.019,0.350,0.107,3446.000,1953.000,2933.000,1639.000,
601.469,1232,19.805,1.000,3.560,0.500,0.194,2964.000,1592.000,2969.000,1597.000,7.071,
1289,20.262,0.469,8.228,0.350,0.031,3441.500,1584.000,2929.000,1543.000,514.137,276,
9.378,0.835,14.014,0.356,0.169,3412.000,1587.000,3025.000,1543.000,389.493,364,10.768,
0.876,10.715,0.425,0.037,3392.000,1589.000,3093.000,1537.000,303.488,161,7.173,0.871,
10.198,0.350,0.013,3348.500,1647.000,3161.000,1543.000,214.411,119,6.177,0.708,11.254,
0.404,0.104,3396.500,1664.500,3169.000,1590.000,239.388,266,9.216,0.802,15.552,0.433,
0.015,3383.000,1627.500,3032.000,1580.000,354.199,552,13.265,0.871,10.926,0.494,0.033,
3267.000,1573.500,3033.000,1633.000,241.446,321,10.114,0.604,18.174,0.350,0.031,3304.500,
1597.500,3082.000,1675.000,235.611,508,12.720,0.660,18.075,0.478,0.444,3375.000,1615.000,
3120.000,1714.000,273.543,485,12.431,0.871,10.261,0.417,0.081,3354.000,1530.000,3145.000,
1753.000,305.630,373,10.907,0.559,21.454,0.350,0.524,2676.000,1736.000,3213.000,1766.000,
537.837,188,7.747,0.741,11.987,0.501,0.006,3226.000,1705.000,3231.000,1710.000,7.071,
2019,25.354,0.639,18.308,0.355,0.125,3060.500,1629.500,3060.000,1631.500,2.062,10,
1.823,0.781,17.485,0.500,0.235,3202.000,1682.500,3211.500,1683.500,9.552,90,5.380,
0.654,15.212,0.500,0.246,3213.000,1575.500,3575.000,1750.000,401.863,147,6.847,0.831,
18.038,0.480,0.219,3208.000,1563.000,3205.000,1409.000,154.029,115,6.067,0.804,17.682,
0.484,0.098,3315.500,1569.500,3268.000,1291.000,282.522,388,11.124,0.476,19.971,0.350,
0.382,3324.500,1521.500,3356.000,1198.000,325.030,84,5.192,0.776,21.543,0.350,0.341,
