province;red;green;blue;x;x
866;4;100;32;Waicura;x
867;132;102;79;Yuhaviatam;x
868;4;104;126;Payomkowishum;x
869;133;106;173;Yuki;x
870;5;108;32;Wintoon;x
871;133;110;79;Ohlone;x
872;5;112;126;Siuslaw;x
873;133;114;173;Yakama;x
874;5;116;32;Holikochuk;x
875;133;118;79;Kalapuya;x
876;6;120;126;Ahjumawi;x
877;134;122;173;Kawaiisu;x
878;6;124;32;En-ne-sen;x
879;134;126;79;Opata;x
880;6;128;126;Tarahumara;x
881;134;130;173;Chiricahua;x
882;6;132;32;Xicuahua;x
883;135;134;79;Guamare;x
884;7;136;126;Tonkawa;x
885;135;138;173;Mescallero;x
886;7;140;32;Jicarilla;x
887;135;142;79;Towakoni;x
888;7;144;126;Auia;x
889;135;146;173;Tua'tah;x
890;8;148;32;Natiskuan;x
891;136;150;79;Lappland;x
892;8;152;126;Hasi-nay;x
893;136;154;173;Hadai;x
894;8;156;32;Pariki;x
895;136;158;79;Cicuye;x
896;8;160;126;Teyas;x
897;137;32;173;Kitsay;x
898;9;34;32;Pitahauerat;x
899;137;36;79;Quivira;x
900;9;38;126;Harahey;x
901;137;40;173;Chaui;x
902;9;42;32;UmoNhoN;x
903;137;44;79;Kitkehahki;x
904;10;46;126;Tuscarora;x
905;138;48;173;Pahá Sápa;x
906;10;50;32;Ihantowan;x
907;138;52;79;Wetar;x
908;10;54;126;Neepawa;x
909;138;56;173;Misipawistik;x
910;10;58;32;Winnipeg;x
911;139;60;79;Onigamiinsing;x
912;11;62;126;Mnisota;x
913;139;64;173;Mdewakantan;x
914;11;66;32;Wahpatowan;x
915;139;68;79;Wahpekute;x
916;11;70;126;Monacan;x
917;139;72;173;Bah-kho-je;x
918;12;74;32;Kanza;x
919;140;76;79;Anishnaabe;x
920;12;78;126;Bodewadmi;x
921;140;80;173;Yatasi;x
922;12;82;32;Koasati;x
923;140;84;79;Hitchiti;x
924;12;86;126;Yuchi;x
925;141;88;173;Misi-ziibi;x
926;13;90;32;Zaisan;x
927;141;92;79;Timucua;x
928;13;94;126;Quinipissa;x
929;141;96;173;Anhaica;x
930;13;98;32;Esaw;x
931;141;100;79;Euchee;x
932;14;102;126;Pee Dee;x
933;142;104;173;Yamasee;x
934;14;106;32;Niuachi;x
935;142;108;79;Tanasi;x
936;14;110;126;Shakori;x
937;142;112;173;Isanyathi;x
938;14;114;32;Enok;x
939;143;116;79;Quiripi;x
940;15;118;126;Adirondack;x
941;143;120;173;Peewaareewa;x
942;15;122;32;Chiscas;x
943;143;124;79;Ho-Chunk;x
944;15;126;126;Shikaakwa;x
945;143;128;173;Potawatami;x
946;16;130;32;Misi-zaagi;x
947;144;132;79;Manidou Minising;x
948;16;134;126;Miskwasiniing;x
949;144;136;173;Piankeshaw;x
950;16;138;32;Occaneeshi;x
951;144;140;79;Waayaahtanwa;x
952;16;142;126;Pasquotank;x
953;145;144;173;Potoskeet;x
954;17;146;32;Mingo;x
955;145;148;79;Onondaga;x
956;17;150;126;Erieehronon;x
957;145;152;173;Millioke;x
958;17;154;32;Myaamia;x
959;145;156;79;Cayuga;x
960;18;158;126;Wenrohronon;x
961;146;160;173;Sewpois;x
962;18;32;32;Remkoke;x
963;146;34;79;Navasink;x
964;18;36;126;Ramopough;x
965;146;38;173;Metoac;x
966;18;40;32;Matabesic;x
967;147;42;79;Shawmut;x
968;19;44;126;Onyota;x
969;147;46;173;Pocumtuc;x
970;19;48;32;Machigonne;x
971;147;50;79;Peskotomuhkat;x
972;19;52;126;Nuu-chah-nulth;x
973;147;54;173;Niederstift;x
974;20;56;32;Bamberg;x
975;148;58;79;Chilkat;x
976;20;60;126;Liyonnès;x
977;148;62;173;Tionek;x
978;20;64;32;Koktokay;x
979;148;66;79;Niumi;x
980;20;68;126;Miaopogeg;x
981;149;70;173;Beothuk;x
982;21;72;32;Unama'kik;x
983;149;74;79;Epekwitk;x
984;21;76;126;Sipekni'katik;x
985;149;78;173;Kespek;x
986;21;80;32;L'nuk;x
987;149;82;79;Tionontati;x
988;22;84;126;Ossossane;x
989;150;86;173;Odaawaa;x
990;22;88;32;Hochelaga;x
991;150;90;79;Nunavik;x
992;22;92;126;Anicinape;x
993;150;94;173;Stadacona;x
994;22;96;32;Usshat;x
995;151;98;79;Natashquan;x
996;23;100;126;Pakuashipi;x
997;151;102;173;Natuashish;x
998;23;104;32;Nunatsiavut;x
999;151;106;79;Inukjuak;x
1000;23;108;126;Naskapi;x
1001;151;110;173;Wahnapitee;x
1002;24;112;32;Anishinini;x
1003;152;114;79;Matimekosh;x
1004;24;116;126;Kashechewan;x
1005;152;118;173;Omushkego;x
1006;24;120;32;Attawepiskat;x
1007;152;122;79;Sapotaweyak;x
1008;24;124;126;Nakawé;x
1009;153;126;173;Innu-aumun;x
1010;25;128;32;Weagamow;x
1011;153;130;79;Ililiw;x
1012;25;132;126;Sachishima;x
1013;153;134;173;Uchinaa;x
1014;25;136;32;Amami;x
1015;153;138;79;Satsuma;x
1016;26;140;126;Hyuga;x
1017;154;142;173;Higo;x
1018;26;144;32;Bungo;x
1019;154;146;79;Tokashi;x
1020;26;148;126;Hizen;x
1021;154;150;173;Tsushima;x
1022;26;152;32;Tosa;x
1023;155;154;79;Iyo;x
1024;27;156;126;Sanuki;x
1025;155;158;173;Kamikawa;x
1026;27;32;32;Aki;x
1027;155;34;79;Nagato;x
1028;27;36;126;Izumo;x
1029;155;38;173;Bitchu;x
1030;28;40;32;Mimasaka;x
1031;156;42;79;Tajima;x
1032;28;44;126;Harima;x
1033;156;46;173;Wakasa;x
1034;28;48;32;Kamtchatka;x
1035;156;50;79;Koryak;x
1036;28;52;126;Anadyr;x
1037;157;54;173;Chukotka;x
1038;29;56;32;Ghydan;x
1039;157;58;79;Magadan;x
1040;29;60;126;Okhotsk;x
1041;157;62;173;Ji'nan;x
1042;29;64;32;Arru;x
1043;157;66;79;Zhenyuan;x
1044;30;68;126;Ulia;x
1045;158;70;173;Aztec Ranges;x
1046;30;72;32;Jiaxing;x
1047;158;74;79;Miyoo Gasan;x
1048;30;76;126;Niuman;x
1049;158;78;173;Tailun;x
1050;30;80;32;Bohori;x
1051;159;82;79;Stanovoi;x
1052;31;84;126;Nemoï;x
1053;159;86;173;Quanzhou;x
1054;31;88;32;Amur;x
1055;159;90;79;Iablonovy;x
1056;31;92;126;Nerchiinsk;x
1057;159;94;173;Sechen-Khan;x
1058;32;96;32;Yaksa;x
1059;160;98;79;Olekmisk;x
1060;32;100;126;Kirenga;x
1061;160;102;173;Sain-Noin;x
1062;32;104;32;Irkutsk;x
1063;160;106;79;Krasnoyarsk;x
1064;32;108;126;Buryaad;x
1065;161;110;173;Tomsk;x
1066;33;112;32;Novossibirsk;x
1067;161;114;79;Kargat;x
1068;33;116;126;Suzhou;x
1069;161;118;173;Barabinsk;x
1070;33;120;32;Tatarsk;x
1071;161;122;79;Omsk;x
1072;34;124;126;Berezovo;x
1073;162;126;173;Mugodzhar;x
1074;34;128;32;Obdoriya;x
1075;162;130;79;Nadym;x
1076;34;132;126;Zhangeldi;x
1077;162;134;173;Batchelina;x
1078;34;136;32;Tobolsk;x
1079;163;138;79;Ostyak;x
1080;35;140;126;Tyumen;x
1081;163;142;173;Emba;x
1082;35;144;32;Yuzhniy Ural;x
1083;163;146;79;Atyrau;x
1084;35;148;126;Gull-Gull-La;x
1085;163;150;173;Pallawah;x
1086;36;152;32;Nunga;x
1087;164;154;79;Warrnambool;x
1088;36;156;126;Koori;x
1089;164;158;173;Hangzhou;x
1090;36;32;32;Gunai;x
1091;164;34;79;Illawarra;x
1092;36;36;126;Toowoomba;x
1093;165;38;173;Hinchinbrook;x
1094;37;40;32;Guugu Yimithirr;x
1095;165;42;79;Falklands;x
1096;37;44;126;Cape Verde;x
1097;165;46;173;Futuna;x
1098;37;48;32;Saint Helena;x
1099;165;50;79;Soqotra;x
1100;38;52;126;Sesel;x
1101;166;54;173;Ilois;x
1102;38;56;32;Cirné;x
1103;166;58;79;Adna eal Maghrebain;x
1104;38;60;126;Kalaalisut;x
1105;166;62;173;Gurma;x
1106;38;64;32;Manukau;x
1107;167;66;79;Whakatane;x
1108;39;68;126;Taranaki;x
1109;167;70;173;Wairau;x
1110;39;72;32;Jufureh;x
1111;167;74;79;Kars el Barka;x
1112;39;76;126;Djolof;x
1113;167;78;173;Beyla;x
1114;40;80;32;Cayor;x
1115;168;82;79;Tanezrouft;x
1116;40;84;126;Arawan;x
1117;168;86;173;Gao;x
1118;40;88;32;Walata;x
1119;168;90;79;Beafada;x
1120;40;92;126;Kansala;x
1121;169;94;173;Kpelle;x
1122;41;96;32;Manes;x
1123;169;98;79;Kru;x
1124;41;100;126;Worodugu;x
1125;169;102;173;Bakwe;x
1126;41;104;32;Ga;x
1127;169;106;79;Dagomba;x
1128;42;108;126;Ewe;x
1129;170;110;173;Abomey;x
1130;42;112;32;Yatanga;x
1131;170;114;79;Benin;x
1132;42;116;126;Katsina;x
1133;170;118;173;Borno;x
1134;42;120;32;Warri;x
1135;171;122;79;Kebbi;x
1136;43;124;126;Fang;x
1137;171;126;173;Yula;x
1138;43;128;32;Bioko;x
1139;171;130;79;Doala;x
1140;43;132;126;Loango;x
1141;171;134;173;Ngonyo;x
1142;44;136;32;Nsundi;x
1143;172;138;79;Luzhou;x
1144;44;140;126;Nfelo;x
1145;172;142;173;Mpemba;x
1146;44;144;32;Mbata;x
1147;172;146;79;Djado;x
1148;44;148;126;Ghat;x
1149;173;150;173;Ubangi;x
1150;45;152;32;Luangwa;x
1151;173;154;79;Nacala;x
1152;45;156;126;Katanga;x
1153;173;158;173;Chokwé;x
1154;45;32;32;Mbwilla;x
1155;173;34;79;Mbamba;x
1156;46;36;126;Ndongo;x
1157;174;38;173;Mbunda;x
1158;46;40;32;Namib;x
1159;174;42;79;Moxico;x
1160;46;44;126;Khoisan;x
1161;174;46;173;Hottentot;x
1162;46;48;32;Namakwa;x
1163;175;50;79;Khoi Khoi;x
1164;47;52;126;Knysna;x
1165;175;54;173;Kei;x
1166;47;56;32;Amazulu;x
1167;175;58;79;Karoo;x
1168;47;60;126;Lozi;x
1169;175;62;173;Lesotho;x
1170;48;64;32;Swazi;x
1171;176;66;79;Sesotho;x
1172;48;68;126;Wuchang;x
1173;176;70;173;Ndebele;x
1174;48;72;32;Uteve;x
1175;176;74;79;Maputo;x
1176;48;76;126;Sofala;x
1177;177;78;173;Quelimane;x
1178;49;80;32;Barwe;x
1179;177;82;79;Mzimba;x
1180;49;84;126;Mozambic;x
1181;177;86;173;Mocimboa;x
1182;49;88;32;Chewa;x
1183;177;90;79;Monomotape;x
1184;50;92;126;Urungwe;x
1185;178;94;173;Mawuti;x
1186;50;96;32;Kilwa Kisiwani;x
1187;178;98;79;Zenji-Bar;x
1188;50;100;126;Pembe Kisiwani;x
1189;178;102;173;Mahenge;x
1190;50;104;32;Mzizima;x
1191;179;106;79;Zenji-Bar pya;x
1192;51;108;126;Uticulo;x
1193;179;110;173;Lundu;x
1194;51;112;32;Novosil;x
1195;179;114;79;Melindi;x
1196;51;116;126;Usamguara;x
1197;179;118;173;Buganda;x
1198;52;120;32;Jubbada;x
1199;180;122;79;Benadir;x
1200;52;124;126;Punt;x
1201;180;126;173;Saneeg;x
1202;52;128;32;Denkalia;x
1203;180;130;79;Ogaadeen;x
1204;52;132;126;Degodia;x
1205;181;134;173;Bale;x
1206;53;136;32;Shewa;x
1207;181;138;79;Damot;x
1208;53;140;126;'Aydhab;x
1209;181;142;173;Soba;x
1210;53;144;32;Bahariya;x
1211;181;146;79;Al Sharqiyaa;x
1212;54;148;126;Siwa;x
1213;182;150;173;Asyut;x
1214;54;152;32;Aswan;x
1215;182;154;79;Darfur;x
1216;54;156;126;Dotawo;x
1217;182;158;173;Mozhaysk;x
1218;54;32;32;Bungoro;x
1219;183;34;79;Al Asher;x
1220;55;36;126;Oeddei;x
1221;183;38;173;Kanem;x
1222;55;40;32;Baguirmi;x
1223;183;42;79;Manga;x
1224;55;44;126;Abeche;x
1225;183;46;173;Sara;x
1226;56;48;32;Tsimiheki;x
1227;184;50;79;Betsimisaraka;x
1228;56;52;126;Sakalava;x
1229;184;54;173;Kuka;x
1230;56;56;32;Belau;x
1231;184;58;79;Chuuk;x
1232;56;60;126;Ralik;x
1233;185;62;173;Wake;x
1234;57;64;32;Kombai;x
1235;185;66;79;Guam;x
1236;57;68;126;Rabaul;x
1237;185;70;173;Kerema;x
1238;57;72;32;Lapita;x
1239;185;74;79;Vanuatu;x
1240;58;76;126;Hawai'i;x
1241;186;78;173;Kiribati;x
1242;58;80;32;Viti;x
1243;186;82;79;Samoa;x
1244;58;84;126;Otaheite;x
1245;186;86;173;Manokwari;x
1246;58;88;32;Ratok;x
1247;187;90;79;Cismonte;x
1248;59;92;126;Maladwipa;x
1249;187;94;173;Okitika;x
1250;128;35;64;Hjaltland;x
1251;0;37;128;Feroyar;x
1252;128;39;192;Holsteen;x
1253;0;41;255;Jülich;x
1254;128;43;0;Thurgau;x
1255;0;45;64;Romsa;x
1256;129;47;128;Bahus;x
1257;1;49;192;Öland;x
1258;129;51;255;Södermanland;x
1259;1;53;0;Västmanland;x
1260;129;55;64;Västerbotten;x
1261;1;57;128;Kainuu;x
1262;129;59;192;Kakisalmi;x
1263;2;61;255;Ugandi;x
1264;130;63;0;Zemgale;x
1265;2;65;64;Zemaitija;x
1266;130;67;128;Nordlandene;x
1267;2;69;192;Pest;x
1268;130;71;255;Doniji Kraji;x
1269;2;73;0;Carligatura;x
1270;131;75;64;Bácska;x
1271;3;77;128;Bihar;x
1272;131;79;192;Esztergom;x
1273;3;81;255;Cumania;x
1274;131;83;0;Presporok;x
1275;3;85;64;Heves;x
1276;131;87;128;Trencín;x
1277;4;89;192;Plzensko;x
1278;132;91;255;Opole;x
1279;4;93;0;Sandomierskie;x
1280;132;95;64;Suvalkija;x
1281;4;97;128;Volodimir;x
1282;132;99;192;Uzhorod;x
1283;4;101;255;Cambridge;x
1284;133;103;0;Castelló;x
1285;5;105;64;Salentu;x
1286;133;107;128;Pronsk;x
1287;5;109;192;Voronezh;x
1288;133;111;255;Rostov;x
1289;5;113;0;Roslavlsky;x
1290;133;115;64;Suzdal;x
1291;6;117;128;Galich Mersky;x
1292;134;119;192;Nijni Novgorod;x
1293;6;121;255;Xacitarxan;x
1294;134;123;0;Sysola;x
1295;6;125;64;Kama;x
1296;134;127;128;Ukek;x
1297;6;129;192;Sarkel;x
1298;135;131;255;Tana;x
1299;7;133;0;Matracha;x
1300;135;135;64;Apshileti;x
1301;7;137;128;Imeretia;x
1302;135;139;192;Circassia;x
1303;7;141;255;Alania;x
1304;135;143;0;Manych;x
1305;8;145;64;Karachev;x
1306;136;147;128;Miass;x
1307;8;149;192;Qazan;x
1308;136;151;255;Samara;x
1309;8;153;0;Sarai Bekr;x
1310;136;155;64;Sarai al Jadid;x
1311;8;157;128;Or;x
1312;137;159;192;Ryn Pustynia;x
1313;9;33;255;Rey;x
1314;137;35;0;Qasvin;x
1315;9;37;64;Soltaniyeh;x
1316;137;39;128;Qarabagh;x
1317;9;41;192;Shemakha;x
1318;137;43;255;Azerbaycan;x
1319;10;45;0;Badiyat Ash Sham;x
1320;138;47;64;Mosul;x
1321;10;49;128;Maragheh;x
1322;138;51;192;Al Kut;x
1323;10;53;255;Roergue;x
1324;138;55;0;Tadmur;x
1325;10;57;64;Ionia;x
1326;139;59;128;Pharnacia;x
1327;11;61;192;Hama;x
1328;139;63;255;Hims;x
1329;11;65;0;Samarrah;x
1330;139;67;64;Najaf;x
1331;11;69;128;Al Naqab;x
1332;139;71;192;Duba;x
1333;12;73;255;Kayseri;x
1334;140;75;0;Bayrut;x
1335;12;77;64;Brye;x
1336;140;79;128;Shahe;x
1337;12;81;192;Chengdu;x
1338;140;83;255;Al Giza;x
1339;12;85;0;Matruh;x
1340;141;87;64;Taroudant;x
1341;13;89;128;Tokelau;x
1342;141;91;192;Yankunytjatjara;x
1343;13;93;255;Cherdyn;x
1344;141;95;0;Kaffa;x
1345;13;97;64;Brèsa;x
1346;141;99;128;Pärma;x
1347;14;101;192;Pavia;x
1348;142;103;255;Pàdova;x
1349;14;105;0;Durlach;x
1350;142;107;64;Magdeburg;x
1351;14;109;128;Landshut;x
1352;142;111;192;Verden;x
1353;14;113;255;Lauenburg;x
1354;143;115;0;Saaremaa;x
1355;15;117;64;Guriza;x
1356;143;119;128;Sundgau;x
1357;15;121;192;Bremen;x
1358;143;123;255;Schwaben;x
1359;15;125;0;Wroclaw;x
1360;143;127;64;Ansbach;x
1361;16;129;128;Oberpfalz;x
1362;144;131;192;Coblenz;x
1363;16;133;255;Kurtrier;x
1364;144;135;0;Hoya;x
1365;16;137;64;Frankfurt;x
1366;144;139;128;Würzburg;x
1367;16;141;192;Nassau;x
1368;145;143;255;Kurköln;x
1369;17;145;0;Paderborn;x
1370;145;147;64;Saarbrücken;x
1371;17;149;128;Fryslân;x
1372;145;151;192;Oaversticht;x
1373;17;153;255;Fulda;x
1374;145;155;0;Bern;x
1375;18;157;64;Foixens;x
1376;146;159;128;Salusse;x
1377;18;1;192;Monfrà;x
1378;146;3;255;Frêra;x
1379;18;5;0;Umbria;x
1380;146;7;64;Pisa;x
1381;18;9;128;Labrit;x
1382;147;11;192;Gapenses;x
1383;19;13;255;Gavaudan;x
1384;147;15;0;la Marcha;x
1385;19;17;64;Comminges;x
1386;147;19;128;Perche;x
1387;19;21;192;Valoys;x
1388;147;23;255;Paeï de Nauntt;x
1389;20;25;0;Vaud;x
1390;148;27;64;Nuvara;x
1391;20;29;128;Ermland;x
1392;148;31;192;Travunja;x
1393;20;33;255;Minsk;x
1394;148;35;0;Turav;x
1395;20;37;64;Pinsk;x
1396;149;39;128;Duklja;x
1397;21;41;192;Raska;x
1398;149;43;255;Valcea;x
1399;21;45;0;Angelokastron;x
1400;149;47;64;Orheiu;x
1401;21;49;128;Makedonia;x
1402;149;51;192;Konstantinoupolis;x
1403;22;53;255;Lika-Krbava;x
1404;150;55;0;Bánát;x
1405;22;57;64;Bihor;x
1406;150;59;128;Abauj Torna;x
1407;22;61;192;Jabal Tariq;x
1408;150;63;255;Teruel;x
1409;22;65;0;Cantabria;x
1410;151;67;64;Sussex;x
1411;23;69;128;Devon;x
1412;151;71;192;Aberteifi;x
1413;23;73;255;Sarausa;x
1414;151;75;0;Urbìn;x
1415;23;77;64;Piombino;x
1416;151;79;128;Aest Lowden;x
1417;24;81;192;Eilean Siar;x
1418;152;83;255;Karankawa;x
1419;24;85;0;Akokisa;x
1420;152;87;64;Urgell;x
1421;24;89;128;Bizkaia;x
1422;152;91;192;Trás-os-Montes;x
1423;24;93;255;Alentejo Central;x
1424;153;95;0;Dukagjini;x
1425;25;97;64;Achaea;x
1426;153;99;128;Serdica;x
1427;25;101;192;Anchialos;x
1428;153;103;255;Laland;x
1429;25;105;0;Volyn;x
1430;153;107;64;Wendenskie;x
1431;26;109;128;Dnieper;x
1432;154;111;192;Pilten;x
1433;26;113;255;Podolia;x
1434;154;115;0;Eúboia;x
1435;26;117;64;Nisiá Aigaíou;x
1436;154;119;128;Ionioi Nesoi;x
1437;26;121;192;Amastris;x
1438;155;123;255;Tire;x
1439;27;125;0;Mugla;x
1440;155;127;64;Malatya;x
1441;27;129;128;Amasya;x
1442;155;131;192;Erzincan;x
1443;27;133;255;Zulkadriye;x
1444;155;135;0;Mus;x
1445;28;137;64;Vaspurakan;x
1446;156;139;128;Izmid;x
1447;28;141;192;Kastamonu;x
1448;156;143;255;Waldstetten;x
1449;28;145;0;Tao-Klarjeti;x
1450;156;147;64;Srem;x
1451;28;149;128;Neusiok;x
1452;157;151;192;Sankhikan;x
1453;29;153;255;Oconee;x
1454;157;155;0;Kenhta ke;x
1455;29;157;64;Chitimacha;x
1456;157;159;128;Apalachicola;x
1457;29;1;192;Tula;x
1458;157;3;255;Panawahpskek;x
1459;30;5;0;Seneca;x
1460;158;7;64;Skidi;x
1461;30;9;128;Kitsach;x
1462;158;11;192;Chippewaa;x
1463;30;13;255;Cocotame;x
1464;158;15;0;Kohogue;x
1465;30;17;64;Pohogue;x
1466;159;19;128;Aha macauc;x
1467;31;21;192;Tahues;x
1468;159;23;255;Tzintzuntzán;x
1469;31;25;0;Tepehuan;x
1470;159;27;64;Coixcatlapan;x
1471;31;29;128;Mexihco;x
1472;159;31;192;Jach t’aan;x
1473;32;33;255;Taguzgalpa;x
1474;160;35;0;Yokot'an;x
1475;32;37;64;Quibdó;x
1476;160;39;128;Caquetá;x
1477;32;41;192;Bucaramanga;x
1478;160;43;255;Chiquinquirá;x
1479;32;45;0;Pacaraima;x
1480;161;47;64;Paragua;x
1481;33;49;128;Guanipa;x
1482;161;51;192;Kali'na;x
1483;33;53;255;Wayana;x
1484;161;55;0;PRakhinethaa;x
1485;33;57;64;Caruaru;x
1486;161;59;128;Itapua;x
1487;34;61;192;Chadileuvu;x
1488;162;63;255;Selknam;x
1489;34;65;0;Katerokwi;x
1490;162;67;64;Cúrantyne;x
1491;34;69;128;Ica;x
1492;162;71;192;Nyasa;x
1493;34;73;255;Sissatowan;x
1494;163;75;0;Otoe;x
1495;35;77;64;Wagadugu;x
1496;163;79;128;Oyo;x
1497;35;81;192;Timbuktu;x
1498;163;83;255;Messana;x
1499;35;85;0;Waalo;x
1500;163;87;64;Taghezza;x
1501;36;89;128;Jenne;x
1502;164;91;192;Keffi;x
1503;36;93;255;Ashanti;x
1504;164;95;0;Mpemba;x
1505;36;97;64;Soyo;x
1506;164;99;128;Benguela;x
1507;36;101;192;Usaramo;x
1508;165;103;255;Beira Alta;x
1509;37;105;0;Ingolstadt;x
1510;165;107;64;Unter der Enns;x
1511;37;109;128;Lussimbork Coûtchantrece;x
1512;165;111;192;Forcalquier;x
1513;37;113;255;Punènte;x
1514;165;115;0;Mhann;x
1515;38;117;64;Qusantinah;x
1516;166;119;128;Saoura;x
1517;38;121;192;Ivujivik;x
1518;166;123;0;Ihorombe;x
1519;38;125;64;Taomasina;x
1520;166;127;128;Kongu Nadu;x
1521;38;129;192;Antankarana;x
1522;167;131;255;Tlemcen;x
1523;39;133;0;Laghouat;x
1524;167;135;64;Fezzan;x
1525;39;137;128;Bure;x
1526;167;139;192;Oujela;x
1527;39;141;255;Sihanaka;x
1528;167;143;0;Betsileo;x
1529;40;145;64;Ob;x
1530;168;147;128;Andreanov;x
1531;40;149;192;Rawskie;x
1532;168;151;255;Safi;x
1533;40;153;0;Sabta;x
1534;168;155;64;Melilla;x
1535;40;157;128;Figuig;x
1536;169;159;192;Marién;x
1537;41;1;255;Xaragua;x
1538;169;3;0;Higüey;x
1539;41;5;64;Camagüey;x
1540;169;7;128;Habana;x
1541;41;9;192;Segu;x
1542;169;11;255;Tenda;x
1543;42;13;0;Hoggar;x
1544;170;15;64;Dendi;x
1545;42;17;128;Bilma;x
1546;170;19;192;Daura;x
1547;42;21;255;Touat;x
1548;170;23;0;Gourara;x
1549;42;25;64;Calabar;x
1550;171;27;128;Ife Ile;x
1551;43;29;192;Nupe;x
1552;171;31;255;Turunku;x
1553;43;33;0;Zazzau;x
1554;171;35;64;Kano;x
1555;43;37;128;Zamfara;x
1556;171;39;192;Bauchi;x
1557;44;41;255;Wukari;x
1558;172;43;0;Adamawa;x
1559;44;45;64;Damagara;x
1560;172;47;128;Mandara;x
1561;44;49;192;Bamoun;x
1562;172;51;255;Dingi;x
1563;44;53;0;Ndimyi;x
1564;173;55;64;Mtwara;x
1565;45;57;128;Tanga;x
1566;173;59;192;Shabellaha;x
1567;45;61;255;Hadiya;x
1568;173;63;0;Kaffa;x
1569;45;65;64;Gojjam;x
1570;173;67;128;Tigray;x
1571;46;69;192;Massawa;x
1572;174;71;255;Kari;x
1573;46;73;0;Sennar;x
1574;174;75;64;Zeila;x
1575;46;77;128;Afar;x
1576;174;79;192;Damaro;x
1577;46;81;255;Begemder;x
1578;175;83;0;Kalongo;x
1579;47;85;64;Undi;x
1580;175;87;128;Kwazulu;x
1581;47;89;192;Xhosa;x
1582;175;91;255;San;x
1583;47;93;0;Ovambo;x
1584;175;95;64;Mapungubwe;x
1585;48;97;128;Ifni;x
1586;176;99;192;Zimbabwe;x
1587;48;101;255;Bijapur;x
1588;176;103;0;Saptagram;x
1589;110;201;251;Western Hudson Bay;x
1590;111;221;251;Northwestern Passages;x
1591;30;149;225;Plovdiv;x
1592;113;201;201;Gulf of St. Lawrence;x
1593;114;201;251;Cabot Strait;x
1594;115;221;251;Bay of Fundy;x
1595;116;251;251;Strait of Belle Isle;x
1596;117;201;201;Fortune Bay;x
1597;118;201;251;Notre Dame Bay;x
1598;119;221;251;Labrador Basin;x
1599;120;251;251;Imarssuak Seachannel;x
1600;121;201;201;Reykjanes Ridge;x
1601;122;201;251;Massachusetts Bay;x
1602;123;221;251;Chesapeake Bay;x
1603;124;251;251;Cape Hatteras;x
1604;125;201;201;Coast of Carolina;x
1605;126;201;251;Coast of Florida;x
1606;127;221;251;Coast of Bahamas;x
1607;0;252;252;Florida Straits;x
1608;1;202;202;Apalachee Bay;x
1609;2;202;252;Mobile Bay;x
1610;3;222;252;Galveston Bay;x
1611;4;252;252;Tampico Bay;x
1612;5;202;202;Coast of Yucatan;x
1613;6;202;252;Mexico Basin;x
1614;7;222;252;Yucatan Channel;x
1615;8;252;252;Belize Bay;x
1616;9;202;202;Moscitos Coast;x
1617;10;202;252;Gulf of Darien;x
1618;11;222;252;Jamaica Channel;x
1619;12;252;252;Nicaraguan Rise;x
1620;13;202;202;Yucatan Basin;x
1621;14;202;252;Lake of Maracaibo;x
1622;15;222;252;Aves Ridge;x
1623;16;252;252;Beata Ridge;x
1624;17;202;202;Windward Islands;x
1625;18;202;252;Leeward Islands;x
1626;19;222;252;Estuary of Magdalena;x
1627;20;252;252;Coast of Cuba;x
1628;21;202;202;Coast of Hispaniola;x
1629;22;202;252;Guyana Coast;x
1630;23;222;252;Cayenne River Estuary;x
1631;24;252;252;Amazonas Gulf;x
1632;25;202;202;San Marcos Bay;x
1633;26;202;252;Coast of Recife;x
1634;27;222;252;Arraral Cape;x
1635;28;252;252;Todos Santos Bay;x
1636;29;202;202;Rio De Janeiro;x
1637;30;202;252;Baia Paranagua;x
1638;31;222;252;Rio De La Plata;x
1639;32;252;252;Bahia Blanca;x
1640;33;202;202;Coast of Patagonia;x
1641;34;202;252;Magellan Strait;x
1642;7;141;170;Dili;x
1643;36;252;252;Corcovado Gulf;x
1644;37;202;202;Coast of Chile;x
1645;38;202;252;Arica Gulf;x
1646;39;222;252;Bay of Callao;x
1647;40;252;252;Coast of Peru;x
1648;41;202;202;Guayaguil Bay;x
1649;42;202;252;Coast of Ecuador;x
1650;43;222;252;Gulf of Panama;x
1651;44;252;252;Bay of Costa Rica;x
1652;45;202;202;Gulf of Tehuantepec;x
1653;46;202;252;Manzanilla Bay;x
1654;47;222;252;Mazatlan Bay;x
1655;48;252;252;Gulf of California;x
1656;49;202;202;Coast of Baja;x
1657;50;202;252;Coast of California;x
1658;51;222;252;San Francisco Bay;x
1659;52;252;252;San Juan de Fuca Strait;x
1660;41;201;201;Shark Bay;x
1661;42;201;251;Northwest Cape;x
1662;43;221;251;King Sound;x
1663;8;145;20;Anadarko;x
1664;44;251;251;Tasman Coast;x
1665;58;202;252;West European Basin;x
1666;59;222;252;Gibbs Fracture;x
1667;60;252;252;Newfoundland Basin;x
1668;61;202;202;Iberian Shelf;x
1669;62;202;252;Azores Islands;x
1670;63;222;252;Azores Plateau;x
1671;64;252;252;Sohm Plain;x
1672;65;202;202;New England Seamounts;x
1673;66;202;252;Nares Plain;x
1674;67;222;252;Bermuda Island;x
1675;68;252;252;North American Basin;x
1676;69;202;202;Coast of Ceara;x
