province;red;green;blue;
4837;43;77;27;Persia Waste
4838;171;79;77;Persia Waste
4839;44;81;127;Central Asia Waste
4840;172;83;177;Carparthian Waste
4841;44;85;227;Carparthian Waste
4842;172;87;27;Baluch Waste
4843;44;89;77;Persia Waste
4844;172;91;127;Persia Waste
4845;44;93;177;Persia Waste
4846;173;95;227;Baluch Waste
4847;45;97;27;Persia Waste
4848;173;99;77;Persia Waste
4849;45;101;127;Persia Waste
4850;173;103;177;Cauacase
4851;45;105;227;Siberia
4852;173;107;27;Siberia
4853;46;109;77;Siberia
4854;174;111;127;Siberia
4855;46;113;177;Siberia
4856;174;115;227;Siberia
4857;46;117;27;Udi
4858;174;119;77;Germi
4859;46;121;127;Khoi
4860;175;123;177;Koloneia
4861;47;125;227;Dvin
4862;175;127;27;Tarki
4863;47;129;77;Tokmak
4864;175;131;127;Sogut
4865;47;133;177;Wasteland
4866;175;135;227;Wasteland
4867;48;137;27;Wasteland
4868;176;139;77;Digorae
4869;48;141;127;Dadakov
4870;176;143;177;Caucasia
4871;48;145;227;Caucasia
4872;176;147;27;Caucasia
4873;48;149;77;Caucasia
4874;177;151;127;Caucasia
4875;49;153;177;Caucasia
4876;177;155;227;Caucasia
4877;49;157;27;Caucasia
4878;177;159;77;Caucasia
4879;49;161;127;Caucasia
4880;177;163;177;Caucasia
4881;50;165;227;Caucasia
4882;178;167;27;Caucasia
4883;50;169;77;Caucasia
4884;178;171;127;Caucasia
4885;50;173;177;Wasteland
4886;178;175;227;Wasteland
4887;50;177;27;Wasteland
4888;179;179;77;Wasteland
4889;51;181;127;Wasteland
4890;179;183;177;Wasteland
4891;51;185;227;Caucasia
4892;179;187;27;Caucasia
4893;51;189;77;Caucasia
4894;179;191;127;Wasteland
4895;52;193;177;Wasteland
4896;180;195;227;Armenia
4897;52;197;27;Caucasia
4898;180;199;77;Wasteland
4899;52;201;127;Wasteland
4900;180;203;177;Wasteland
4901;52;205;227;Wasteland
4902;181;207;27;Wasteland
4903;53;209;77;Wasteland
4904;181;211;127;Wasteland
4905;53;213;177;Eastern Anatolia
4906;181;215;227;Tzanakron
4907;53;217;27;Divrigi
4908;181;219;77;RNW Land 408
4909;54;221;127;RNW Land 409
4910;182;223;177;RNW Land 410
4911;54;225;227;RNW Land 411
4912;182;227;27;RNW Land 412
4913;54;229;77;RNW Land 413
4914;182;231;127;RNW Land 414
4915;54;233;177;Anatolia Wasteland
4916;183;235;227;Anatolia
4917;55;237;27;RNW Land 417
4918;183;239;77;RNW Land 418
4919;55;241;127;RNW Land 419
4920;183;243;177;RNW Land 420
4921;55;245;227;RNW Land 421
4922;183;247;27;RNW Land 422
4923;56;249;77;RNW Land 423
4924;184;251;127;RNW Land 424
4925;56;253;177;RNW Land 425
4926;184;255;227;RNW Land 426
4927;56;1;27;RNW Land 427
4928;184;3;77;RNW Land 428
4929;56;5;127;Wasteland
4930;185;7;177;Wasteland
4931;57;9;227;Wasteland
4932;185;11;27;Wasteland
4933;57;13;77;Wasteland
4934;185;15;127;Wasteland
4935;57;17;177;Wasteland
4936;185;19;227;Wasteland
4937;58;21;27;Wasteland
4938;186;23;77;Wasteland
4939;58;25;127;Wasteland
4940;186;27;177;Wasteland
4941;58;29;227;Hatuqway
4942;186;31;27;Kutur-Ogly
4943;58;33;77;Oster
4944;187;35;127;Palliessie
4945;59;37;177;Central Asia
4946;187;39;227;Central Asia
4947;59;41;27;Arizona
4948;187;43;77;Arizona
4949;59;45;127;Arizona
4950;187;47;177;Arizona
4951;60;49;227;Midwest
4952;188;51;27;Midwest
4953;60;53;77;Midwest
4954;188;55;127;Midwest
4955;60;57;177;Karatau
4956;188;59;227;Whyoming
4957;60;61;27;Whyoming
4958;189;63;77;Kuytun
4959;61;65;127;Turpan Oymanliqi
4960;189;67;177;Whyoming
4961;61;69;227;Qinling
4962;189;71;27;Whyoming
4963;61;73;77;Whyoming
4964;189;75;127;Om
4965;62;77;177;Aleysk
4966;190;79;227;Anuy
4967;62;81;27;Altai
4968;190;83;77;Baianayyl
4969;62;85;127;Whyoming
4970;190;87;177;Californie
4971;62;89;227;Californie
4972;191;91;27;Californie
4973;63;93;77;Californie
4974;191;95;127;Californie
4975;63;97;177;Californie
4976;191;99;227;Californie
4977;63;101;27;Californie
4978;191;103;77;Californie
4979;64;105;127;Californie
4980;192;107;177;Californie
4981;64;109;227;Californie
4982;192;111;27;Central Asia
4983;64;113;77;Praha2
4984;192;115;127;Bog-I Ston
4985;64;117;177;Nurota
4986;193;119;227;Penjikent
4987;65;121;27;Egypt
4988;193;123;77;Egypt
4989;65;125;127;Anatolia
4990;193;127;177;Egypt
4991;65;129;227;Egypt
4992;193;131;27;Egypt
4993;66;133;77;Anatolia
4994;194;135;127;Egypt
4995;66;137;177;Egypt
4996;194;139;227;Arabia
4997;66;141;27;Arabia
4998;194;143;77;Middle East
4999;66;145;127;Anatolia
5000;195;147;177;Anatolia
5001;128;149;29;Anatolia
5002;0;151;79;Himalaya
5003;128;153;129;Himalaya
5004;0;155;179;Anatolia
5005;128;157;229;Persia
5006;0;159;29;Persia
5007;129;161;79;Central Asia
5008;1;163;129;Central Asia
5009;129;165;179;Central Asia
5010;1;167;229;Central Asia
5011;129;169;29;Central Asia
5012;1;171;79;Central Asia
5013;129;173;129;Central Asia
5014;2;175;179;Central Asia
5015;130;177;229;Central Asia
5016;2;179;29;Central Asia
5017;130;181;79;Central Asia
5018;2;183;129;Central Asia
5019;130;185;179;Central Asia
5020;2;187;229;Central Asia
5021;131;189;29;Central Asia
5022;3;191;79;Central Asia
5023;131;193;129;Central Asia
5024;3;195;179;Central Asia
5025;131;197;229;Central Asia
5026;3;199;29;Central Asia
5027;131;201;79;Central Asia
5028;4;203;129;Central Asia
5029;132;205;179;Central Asia
5030;4;207;229;Central Asia
5031;132;209;29;Central Asia
5032;4;211;79;Central Asia
5033;132;213;129;Central Asia
5034;4;215;179;Central Asia
5035;133;217;229;Central Asia
5036;5;219;29;Central Asia
5037;133;221;79;Central Asia
5038;5;223;129;Central Asia
5039;133;225;179;Siberia
5040;5;227;229;Siberia
5041;133;229;29;Siberia
5042;6;231;79;Siberia
5043;134;233;129;Baikal
5044;6;235;179;Sukhabaatar
5045;134;237;229;Khaldia
5046;6;239;29;Mahambet
5047;134;241;79;Bal Akan
5048;6;243;129;Maravehtepe
5049;135;245;179;Melaky
5050;7;247;229;Borona
5051;135;249;29;Wajir
5052;7;251;79;Talamoje
5053;135;253;129;Harti
5054;7;255;179;Gosha
5055;135;1;229;Zubeir
5056;8;3;29;Aulihan
5057;136;5;79;Digodia
5058;8;7;129;Gob Wein
5059;136;9;179;Hariin
5060;8;11;229;Eelay
5061;136;13;29;Garre
5062;8;15;79;Hadama
5063;137;17;129;Reer Wafate
5064;9;19;179;Reer Dalal
5065;137;21;229;Reer Shabeele
5066;9;23;29;Makanne
5067;137;25;79;Gaaljeel
5068;9;27;129;Barsane
5069;137;29;179;Qabes
5070;10;31;229;Hawiye
5071;138;33;29;Kyzyl Kum
5072;10;35;79;Kyzyl Kum
5073;138;37;129;Basiani
5074;10;39;179;Hisn Kayfa
5075;138;41;229;Tbilisi
5076;10;43;29;Gagi
5077;139;45;79;Ergani
5078;11;47;129;Dersim
5079;139;49;179;Nevsehir
5080;11;51;229;Divrigi
5081;139;53;29;Uskudar
5082;11;55;79;Tenenkou
5083;139;57;129;Koro
5084;12;59;179;Samo
5085;140;61;229;Gurunsi
5086;12;63;29;Dagaaba
5087;140;65;79;Kabye
5088;12;67;129;Konkomba
5089;140;69;179;Agome
5090;12;71;229;Nokoue
5091;141;73;29;Jigawa
5092;13;75;79;Lokoja
5093;141;77;129;Kafanchan
5094;13;79;179;Adrar n Ifoghas
5095;141;81;229;Erg Bilma
5096;13;83;29;Erg Aoukar
5097;141;85;79;Yunnan Mntns
5098;14;87;129;Lu An Mntns
5099;142;89;179;Burma Mntns
5100;14;91;229;Buri Mntns
5101;142;93;29;Tiaret
5102;14;95;79;Djelfa
5103;142;97;129;El Bayadh
5104;14;99;179;Naama
5105;143;101;229;Tindouf
5106;15;103;29;El Gol�a
5107;143;105;79;Awjilah
5108;15;107;129;Kamberi
5109;143;109;179;Registan
5110;15;111;229;Shirs
5111;143;113;29;Badghis
5112;16;115;79;Andkhud
5113;144;117;129;Shuburqan
5114;16;119;179;Merv-e-Rud
5115;144;121;229;Kopet Dagh
5116;16;123;29;Turshiz
5117;144;125;79;Jarmaq
5118;16;127;129;China XXX
5119;145;129;179;Baota
5120;17;131;229;Jishi
5121;145;133;29;Jiezhou
5122;17;135;79;Yazhou
5123;145;137;129;Mahu
5124;17;139;179;Xuyong
5125;145;141;229;Chengzhong
5126;18;143;29;Yuzhou
5127;146;145;79;China Wastelands
5128;18;147;129;China Wastelands
5129;146;149;179;China Wastelands
5130;18;151;229;China Wastelands
5131;146;153;29;Gobi province
5132;18;155;79;Dokchon
5133;147;157;129;Pingliang
5134;19;159;179;Kiang
5135;147;161;229;Nitra
5136;19;163;29;Pebane
5137;147;165;79;Marne
5138;19;167;129;Maconnais
5139;147;169;179;Bassa Alvernhe
5140;20;171;229;Cuneo
5141;148;173;29;Sistemas Penibeticos
5142;20;175;79;Shkoder
5143;148;177;129;Rhodopes
5144;20;179;179;Balkans
5145;148;181;229;Balkans
5146;20;183;29;Balkans
5147;149;185;79;Balkans
5148;21;187;129;Carpathes
5149;149;189;179;Appenino
5150;21;191;229;Alpes
5151;149;193;29;Alpes
5152;21;195;79;Alpes
5153;149;197;129;Alpes
5154;22;199;179;Adventure
5155;150;201;229;Karjala
5156;22;203;29;Leeds
5157;150;205;79;Nam
5158;22;207;129;Tay Nguyen
5159;150;209;179;Dak Lak
5160;22;211;229;Turkana
5161;151;213;29;Appenino
5162;23;215;79;Alma-Dag
5163;151;217;129;Meskheti
5164;23;219;179;Western Rift
5165;151;221;229;Gowurdar
5166;23;223;29;Gowurdar
5167;151;225;79;Gowurdar
5168;24;227;129;Daba Mountains
5169;152;229;179;Daba Mountains
5170;24;231;229;Qinling Mountains
5171;152;233;29;Qinling Mountains
5172;24;235;79;Taihang Mountains
5173;152;237;129;Taihang Mountains
5174;24;239;179;Taihang Mountains
5175;153;241;229;Long Island Sound
5176;25;243;29;Caucasus
5177;153;245;79;Cilicia
5178;25;247;129;Western Ghat
5179;153;249;179;Western Ghat
5180;25;251;229;Garjhat
5181;153;253;29;Sistemas Penibeticos
5182;26;255;79;Alpes
5183;154;1;129;Darien
5184;26;3;179;Sahra'al Maghrib
5185;154;5;229;Pah Rah
5186;26;7;29;Pah Rah
5187;154;9;79;Amazonia
5188;26;11;129;Amazonia
5189;155;13;179;Amazonia
5190;27;15;229;Drakensberg
5191;155;17;29;Drakensberg
5192;27;19;79;Kongo
5193;155;21;129;Alpes
5194;27;23;179;Alpes
5195;155;25;229;Alpes
5196;28;27;29;Alpes
5197;156;29;79;Carpathes
5198;28;31;129;Bohemia
5199;156;33;179;Scandia
5200;28;35;229;Ural
5201;156;37;29;Ural
5202;28;39;79;Luliang
5203;157;41;129;Qing-Zang
5204;29;43;179;Qing-Zang
5205;157;45;229;Shan Yoma
5206;29;47;29;Wuyi
5207;157;49;79;Tay Nguyen
5208;29;51;129;Irrawaddy
5209;157;53;179;Hymalaya
5210;30;55;229;Hymalaya
5211;158;57;29;Ganga
5212;30;59;79;Garjhat
5213;158;61;129;Ghat
5214;30;63;179;Nefud
5215;158;65;229;Nefud
5216;30;67;29;Somalia
5217;159;69;79;Lebanon
5218;31;71;129;Ndindi
5219;159;73;179;Mpinda
5220;31;75;229;Komo
5221;159;77;29;Mhlatuze
5222;31;79;79;Lobito
5223;159;81;129;Lubango
5224;32;83;179;Ogasawara
5225;160;85;229;Muang Phuan
5226;32;87;29;Drakensberg
5227;160;89;79;eThekwini
5228;32;91;129;Cwenqgcwe
5229;160;93;179;Luderitz
5230;32;95;229;Walvis
5231;161;97;29;Saldanha
5232;33;99;79;Drakensberg
5233;161;101;129;Drakensberg
5234;33;103;179;Nauru
5235;161;105;229;Futuna
5236;33;107;29;Niue
5237;161;109;79;Tuha'a Pae
5238;34;111;129;Tapuahua
5239;162;113;179;Kiritimati
5240;34;115;229;Waikeri
5241;162;117;29;Atakora
5242;34;119;79;Al Mukha
5243;162;121;129;Debal
5244;34;123;179;Chandraketugarh
5245;163;125;229;Alas-qala
5246;35;127;29;Northern Rift
5247;163;129;79;Denakil
5248;35;131;129;Western Rift
5249;163;133;179;Eastern Rift
5250;35;135;229;Taebaek
5251;163;137;29;Unassigned
5252;36;139;79;Unassigned
5253;164;141;129;Unassigned
5254;36;143;179;Unassigned
5255;164;145;229;Unassigned
5256;36;147;29;Unassigned
5257;164;149;79;Unassigned
5258;36;151;129;Unassigned
5259;165;153;179;Unassigned
5260;37;155;229;Unassigned
5261;165;157;29;Unassigned
5262;37;159;79;Unassigned
5263;165;161;129;Unassigned
5264;37;163;179;Unassigned
5265;165;165;229;Unassigned
5266;38;167;29;Unassigned
5267;166;169;79;Unassigned
5268;38;171;129;Unassigned
5269;166;173;179;Unassigned
5270;38;175;229;Unassigned
5271;168;177;29;Unassigned
5272;38;179;79;Unassigned
5273;167;181;129;Unassigned
5274;39;183;179;Unassigned
5275;167;185;229;Unassigned
5276;39;187;29;Unassigned
5277;167;189;79;Unassigned
5278;39;191;129;Unassigned
5279;167;193;179;Unassigned
5280;40;195;229;Unassigned
5281;168;197;29;Unassigned
5282;40;199;79;Unassigned
5283;166;201;129;Irish Lakes
5284;21;204;254;Eastern Yellow Sea
5285;41;224;254;Sea of Socotra
5286;61;254;254;Sea of Punt
5287;81;204;254;Coast of Hedjaz
5288;101;224;254;Gulf of Aqaba
5289;121;254;254;Baie de Seine
5290;141;204;254;Cap Griz-Nez
5291;161;224;254;Volga
5292;40;203;179;Matara
5293;168;205;229;Kanyakumari
5294;40;207;29;Dindigul
5295;169;209;79;Erode
5296;41;211;129;Malappuram
5297;169;213;179;Nilgiris
5298;41;215;229;Kasaragod
5299;169;217;29;Kodagu
5300;41;219;79;Pudukkottai
5301;169;221;129;Krishnagiri
5302;42;223;179;Kolar
5303;170;225;229;Mahbubnagar
5304;42;227;29;Krishna
5305;170;229;79;West Godavari
5306;42;231;129;Nizamabad
5307;170;233;179;Nanded
5308;42;235;229;Parbhani
5309;171;237;29;Srikakulam
5310;43;239;79;Jalor
5311;171;241;129;Barmer
5312;43;243;179;Jhang
5313;171;245;229;Sahiwal
5314;43;247;29;Ganganagar
5315;171;249;79;Hanumangarh
5316;44;251;129;Agra
5317;172;253;179;Etah
5318;44;255;229;Farrukhabad
5319;172;1;29;Rewa
5320;44;3;79;Sondhadra
5321;172;5;129;Sundargarh
5322;44;7;179;Bhawanipatna
5323;173;9;229;Ranpur
5324;45;11;29;Baleshwar
5325;173;13;79;West Midnapur
5326;45;15;129;Hooghly
5327;173;17;179;Gurdaspur
5328;45;19;229;Hoshiyarpur
5329;173;21;29;Faridkot
5330;46;23;79;Muzzaffanagar
5331;174;25;129;Amroha
5332;46;27;179;Rampur
5333;174;29;229;Bareilly
5334;46;31;29;Lakhimpur Kheri
5335;174;33;79;Barabanki
5336;46;35;129;Balrampur
5337;175;37;179;Sultanpur
5338;47;39;229;Gorakhpur
5339;175;41;29;Kushinagar
5340;47;43;79;Siwan
5341;175;45;129;Ghazipur
5342;47;47;179;Saran
5343;175;49;229;Muzzaffarpur
5344;48;51;29;Nalanda
5345;176;53;79;Begusarai
5346;48;55;129;Birbhum
5347;176;57;179;Nadia
5348;48;59;229;Jessore
5349;176;61;29;Khulna
5350;48;63;79;Ganga
5351;177;65;129;Brahmaputra
5352;49;67;179;Madhubani
5353;177;69;229;Supaul
5354;49;71;29;Araria
5355;177;73;79;Bogra
5356;49;75;129;Pabna
5357;177;77;179;Faridpur
5358;50;79;229;Sonargaon
5359;178;81;29;Irrawaddy
5360;50;83;79;Hinthada
5361;178;85;129;Yangtze Jiang
5362;50;87;179;Amur
5363;178;89;229;Niger
5364;50;91;29;Kongo
5365;179;93;79;Saint Laurent
5366;51;95;129;Mississippi
5367;179;97;179;Orinoco
5368;51;99;229;Amazonia
5369;179;101;29;Parana
5370;51;103;79;Uruguay
5371;179;105;129;Guangping
5372;52;107;179;Ji
5373;180;109;229;Yanqing
5374;52;111;29;Shuntian
5375;180;113;79;Chengde
5376;52;115;129;Tianjin
5377;180;117;179;Jingshi
5378;52;119;229;Weihai
5379;181;121;29;Qingdao
5380;53;123;79;Weifang
5381;181;125;129;Mizhou
5382;53;127;179;Juzhou
5383;181;129;229;Zizhou
5384;53;131;29;Zaozhuang
5385;181;133;79;Jining
5386;54;135;129;Tai'an
5387;182;137;179;Laiwu
5388;54;139;229;Binzhou
5389;182;141;29;Dongying
5390;54;143;79;Haizhou
5391;182;145;129;Pizhou
5392;54;147;179;Yancheng
5393;183;149;229;Gaoyou
5394;55;151;29;Tongzhou
5395;183;153;79;Taizhou
5396;55;155;129;Luhe
5397;183;157;179;Jiangning
5398;55;159;229;Wuxi
5399;183;161;29;Wujiang
5400;56;163;79;Taicang
5401;184;165;129;Puxi
5402;56;167;179;Fuyang
5403;184;169;229;Bozhou
5404;56;171;29;Bengdu
5405;184;173;79;Hainan
5406;56;175;129;Hefei
5407;185;177;179;Hezhou
5408;57;179;229;Guangde
5409;185;181;29;Dongyang
5410;57;183;79;Suichang
5411;185;185;129;Rui'an
5412;57;187;179;Linhai
5413;185;189;229;Fenghua
5414;58;191;29;Shengzhou
5415;186;193;79;Changxing
5416;58;195;129;Pinghu
5417;186;197;179;Yanzhou
5418;58;199;229;Xinghua
5419;186;201;29;Yongchun
5420;58;203;79;Longyan
5421;187;205;129;Datian
5422;59;207;179;Shaowu
5423;187;209;229;Wuyishan
5424;59;211;29;Guangxin
5425;187;213;79;Fuliang
5426;59;215;129;Fuzhou
5427;187;217;179;Yihuang
5428;60;219;229;Jianchang
5429;188;221;29;Ningdu
5430;60;223;79;Nan'an
5431;188;225;129;Jishui
5432;60;227;179;Yuanzhou
5433;188;229;229;Ruizhou
5434;60;231;29;Yichun
5435;189;233;79;Juijiang
5436;61;235;129;Meizhou
5437;189;237;179;Shunzhou
5438;61;239;229;Nanxiong
5439;189;241;29;Qingyuan
5440;61;243;79;Dongguan
5441;189;245;129;Xiangzhou
5442;62;247;179;Baise
5443;190;249;229;Quingyuan
5444;62;251;29;Dong
5445;190;253;79;Qiannan
5446;62;255;129;Mahu
5447;190;1;179;Huichuan
5448;62;3;229;Sichuan Fuzhou
5449;191;5;29;Sihuan Tongzhou
5450;63;7;79;Longan
5451;191;9;129;Baoning
5452;63;11;179;Dazue Mountains
5453;191;13;229;Daba Mountains
5454;63;15;29;Daba Mountains
5455;191;17;79;Yongshun
5456;64;19;129;Jinzhou
5457;192;21;179;Baqing
5458;64;23;229;Chenzhou
5459;192;25;29;Yueyang
5460;64;27;79;Changde
5461;192;29;129;Shizhou
5462;64;31;179;Jingzhou
5463;193;33;229;Jingmen
5464;65;35;29;Yuezhou
5465;193;37;79;Hanyang
5466;65;39;129;Huangzhou
5467;193;41;179;Macheng
5468;65;43;229;De'an
5469;193;45;29;Wehui
5470;66;47;79;Huaiqing
5471;194;49;129;Hubin
5472;66;51;179;Zhenzhou
5473;194;53;229;Xuchang
5474;66;55;29;Zhoukou
5475;194;57;79;Xinyang
5476;66;59;129;Pingdingshan
5477;195;61;179;Taihang Mountains
5478;67;63;229;Yuncheng
5479;195;65;29;Fushan
5480;67;67;79;Qinzhou
5481;195;69;129;Lianzhou
5482;67;71;179;L�liang
5483;195;73;229;Xinzhou
5484;68;75;29;Shuozhou
5485;196;77;79;L�liang Mountains
5486;68;79;129;Zhongtiao Mountains
5487;196;81;179;Weinan
5488;68;83;229;Shangluo
5489;196;85;29;Xianyang
5490;68;87;79;Fengxiang
5491;197;89;129;Pingliang
5492;69;91;179;Lintao
5493;197;93;229;Qingyang
5494;69;95;29;Xining
5495;197;97;79;Qinling Mountains
5496;69;99;129;Niger
5497;197;101;179;Guangxin
5498;70;103;229;Guangnanxi
5499;198;105;29;Zongding
5500;70;107;79;Weichu
5501;195;109;129;Zhenxi
5502;128;111;179;Khingan Mountains
5503;0;113;229;Khingan Mountains
5504;181;254;254;Mouse of the Thames
5505;128;115;30;Jianyang
5506;0;117;80;Mianyang
5507;128;119;130;Antisuyu
5508;0;121;180;Coquimbo
5509;1;205;235;North Caspian Sea
5510;2;210;245;South Caspian Sea
5511;129;123;230;Valhalla
5512;1;125;30;Mountains
5513;129;127;80;Mountains
5514;1;129;130;Mountains
5515;129;131;180;Unassigned
5516;1;133;230;Unassigned
5517;129;135;30;Kamtchatka
5518;2;137;80;
5519;130;139;130;
5520;2;141;180;
5521;130;143;230;
5522;2;145;30;
5523;130;147;80;Reserved - Caucasia
5524;2;149;130;Reserved - Caucasia
5525;131;151;180;Reserved - Caucasia
5526;3;153;230;Reserved - Caucasia
5527;131;155;30;Reserved - Caucasia
5528;3;157;80;Reserved - Caucasia
5529;131;159;130;Reserved - Caucasia
5530;3;161;180;Reserved - Caucasia
5531;131;163;230;Reserved - Wasteland
5532;4;165;30;Reserved - Georgia
5533;132;167;80;Reserved - Georgia
5534;4;169;130;Reserved - Wasteland
5535;132;171;180;Reserved - Wasteland
5536;4;173;230;Reserved - Wasteland
5537;132;175;30;Reserved - Wasteland
5538;4;177;80;Reserved - Wasteland
5539;133;179;130;Reserved - Wasteland
5540;5;181;180;Reserved - Wasteland
5541;133;183;230;Reserved - Wasteland
5542;5;185;30;Reserved - Wasteland
5543;133;187;80;Reserved - Central Iraq
5544;5;189;130;Reserved - South Iraq
5545;133;191;180;Reserved - Kurd Persia
5546;6;193;230;Reserved - Lake Tabriz
5547;134;195;30;Reserved - Central Persia
5548;6;197;80;Reserved - Nejd
5549;134;199;130;Reserved - Nejd
5550;6;201;180;Reserved - Nejd
5551;134;203;230;Reserved - Hejaz
5552;6;205;30;Reserved - Hejaz
5553;135;207;80;Reserved - Central Persia
5554;7;209;130;Reserved - Skopje
5555;135;211;180;Reserved - Ottomans
5556;7;213;230;Reserved - Jordan
5557;135;215;30;Reserved - Zelenik Bulgaria
5558;7;217;80;Reserved - Iranian Deset Prov
5559;135;219;130;Reserved - Krun Bulgaria
5560;8;221;180;Reserved - Macedonia
5561;136;223;230;Reserved - Albania
5562;8;225;30;Reserved - Arabia Waste
5563;136;227;80;Reserved - Persia Waste
5564;8;229;130;Reserved - Persia Waste
5565;136;231;180;Reserved - Persia Waste
5566;8;233;230;Reserved - Persia Waste
5567;137;235;30;Reserved - Persia Waste
5568;9;237;80;Reserved - Persia Waste
5569;137;239;130;Reserved - Persia Waste
5570;9;241;180;Reserved - Persia Waste
5571;137;243;230;Reserved - Persia Waste
5572;9;245;30;Reserved - Persia Waste
5573;137;247;80;Reserved - Persia Waste
5574;10;249;130;Reserved - Persia Waste
5575;138;251;180;Reserved - Persia Waste
5576;10;253;230;Reserved - Persia Waste
5577;138;255;30;Reserved - Persia Waste
5578;10;1;80;Reserved - Persia Waste
5579;138;3;130;Reserved - Persia Waste
5580;10;5;180;Reserved - Persia Waste
5581;139;7;230;Reserved - Persia Waste
5582;11;9;30;Reserved - Persia Waste
5583;139;11;80;Reserved - Persia Waste
5584;11;13;130;Reserved - Persia Waste
5585;139;15;180;Reserved - Persia Waste
5586;11;17;230;Reserved - Persia Waste
5587;139;19;30;Reserved - Persia Waste
5588;12;21;80;Reserved - Persia Waste
5589;140;23;130;Reserved - Persia Waste
5590;12;25;180;Reserved - Baloch Waste
5591;140;27;230;Reserved - Baloch Waste
5592;12;29;30;Reserved - Baloch Waste
5593;140;31;80;Reserved - Persia Waste
5594;12;33;130;Reserved - Skopje Waste
5595;141;35;180;Reserved - Bulgaria Waste
5596;13;37;230;Reserved - Balchui Waste
5597;141;39;30;Reserved - Persia Waste
5598;13;41;80;Reserved - Persia Waste
5599;141;43;130;Reserved - Ohrid Waste
5600;13;45;180;Reserved - Persia Waste
5601;141;47;230;Reserved - Ohrid Waste
5602;14;49;30;Reserved - Bulgaria Waste
5603;142;51;80;Reserved - Arabia Waste
5604;14;53;130;Reserved - Tarim Waste
5605;142;55;180;Reserved - Serbia Waste
5606;14;57;230;Reserved - Serbia Waste
5607;142;59;30;Reserved - Japan Waste
5608;14;61;80;Reserved - Japan Waste
5609;143;63;130;Reserved - Japan Waste
5610;15;65;180;Reserved - Japan Waste
5611;143;67;230;Reserved - Japan Waste
5612;15;69;30;Reserved - Japan Waste
5613;143;71;80;Reserved - Japan Waste
5614;15;73;130;Reserved - Japan Waste
5615;143;75;180;Reserved - Japan Waste
5616;16;77;230;Reserved - Japan Waste
5617;144;79;30;Reserved - Japan Waste
5618;16;81;80;Reserved - Japan Waste
5619;144;83;130;Reserved - Japan Waste
5620;16;85;180;Reserved - Japan Waste
5621;144;87;230;Reserved - Japan Waste
5622;16;89;30;Reserved - Japan Waste
5623;145;91;80;Reserved - Japan Waste
5624;17;93;130;Reserved - Japan Waste
5625;145;95;180;Reserved - Japan Waste
5626;17;97;230;Reserved - Japan Waste
5627;145;99;30;Reserved - Japan Waste
5628;17;101;80;Reserved - Japan Waste
5629;145;103;130;Reserved - Japan Waste
5630;18;105;180;Reserved - Japan Waste
5631;146;107;230;Reserved - Japan Waste
5632;18;109;30;Reserved - Japan Waste
5633;146;111;80;Reserved - Japan Waste
5634;18;113;130;Reserved - Japan Waste
5635;146;115;180;Reserved - Japan Waste
5636;18;117;230;Reserved - Nefud;
5637;147;119;30;Reserved - Caucase;
5638;19;121;80;Reserved - Qinling Mountains;
5639;147;123;130;Losera-Mende;x 
5640;19;125;180;Greynovol�s;x 
5641;147;127;230;Tiber-Ostia;x 
5642;19;129;30;Sahara al Libya;x 
5643;147;131;80;Gwich'in;x 
5644;20;133;130;Mbum;x 
5645;148;135;180;Baoul�;x 
5646;20;137;230;Baoul�;x 
5647;148;139;30;Maziwa;x 
5648;20;141;80;Maziwa;x 
5649;148;143;130;Kintore;x 
5650;20;145;180;Kintore;x 
5651;149;147;230;Kintore;x 
5652;21;149;30;Kintore;x 
5653;149;151;80;Kintore;x 
5654;21;153;130;Besancon;x 
5655;149;155;180;Namacurra;x 
5656;21;157;230;Analanjirofo;x 
5657;22;159;30;Angkor Borei
5658;22;161;80;Reserved - Tabarisatan
5659;150;163;130;Reserved - Tabarisatan
5660;22;165;180;Reserved - Tabarisatan
5661;150;167;230;Reserved - Tabarisatan Waste
5662;22;169;30;Reserved - Iran Waste
5663;150;171;80;Reserved - Iran Waste
5664;22;173;130;Reserved - Iran Waste
5665;151;175;180;Reserved - Europe Waste
5666;23;177;230;Reserved - Iran Waste
5667;151;179;30;Reserved - Azerbaijan
5668;23;181;80;Reserved - Iran
5669;151;183;130;Reserved - Iran
5670;23;185;180;Reserved - Iran
5671;151;187;230;Reserved - Iran
5672;24;189;30;Reserved - Kuban
5673;152;191;80;Reserved - Ukraine West
5674;24;193;130;Reserved - Ukraine West
5675;152;195;180;Reserved - Ukraine West
5676;24;197;230;Reserved - Ukraine West
5677;152;199;30;Reserved - Ukraine West
5678;24;201;80;Reserved - Ukraine West
5679;153;203;130;Reserved - Russia
5680;25;205;180;Reserved - Ukraine North
5681;153;207;230;Reserved - Ukraine North
5682;25;209;30;Reserved - Ukraine East
5683;153;211;80;Reserved - Ukraine East
5684;25;213;130;Reserved - Ukraine East
5685;153;215;180;Reserved - Ukraine East
5686;26;217;230;Reserved - Ukraine East
5687;154;219;30;Reserved - Ukraine East
5688;26;221;80;Reserved - Ukraine South
5689;154;223;130;Reserved - Ukraine South
5690;26;225;180;Reserved - Steppe
5691;154;227;230;Reserved - Steppe
5692;26;229;30;Reserved - Steppe
5693;155;231;80;Reserved - Steppe
5694;27;233;130;Reserved - Steppe
